hospid,hospname,city,zipcode,owner,beds,church,zip,othernfp,forprofit,countyowner,ER,burncare,CICU,NICU,alternate_birthing,hospice,alcohol_rehab,drug_rehab,ctscan,MRI,PET_scan,lithotripsy,heartsurgery,cardiaccath,homehealth,residency_program,radiation_therapy,physical_rehab,transplant,trauma,occupancy,clinic_visits,ER_visits,surgeries,OPTsurgeries,currentassets,PPE,accumulated_depreciation,total_assets,current_liabilities,longterm_debt,chargestot,chargesIPT,chargesOPT,chargesANC,deductions,otherrevenue,net_revenue,patient_revenue,totexpenses,iptexpenses,ambexpenses,ancexpenses,resexpenses,edexpenses,adminexpenses,netincome,l_pr,l_or,l_admin_exp
301279,UCI MEDICAL CENTER,ORANGE,928683298,REGENTS OF THE UNIVERSITY OF CALIFORNIA,383,0,92868,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0.676748097,352738,43400,6937,2734,133950208,103782240,-147110592,237732448,77500056,16246652,1040577088,217758832,50993736,771824512,659097088,17737144,418027232,400290080,306138816,51385200,27211800,96131376,,11358181,96502112,111888416,19.8076992,16.69117165,18.38507462
301283,GARDEN GROVE HOSPITAL & MEDICAL CENTER,GARDEN GROVE,92843,TENET HEALTHSYSTEM CORPORATION,168,0,92843,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0.468183279,,23469,4863,,20782120,52046772,-16583533,108940336,8063629,,346166112,51891616,26562316,267712176,283524064,84722,67401784,67317064,63228144,10444805,6442996,18095476,,,24246824,4173642,18.02492523,11.34713078,17.00379562
301297,PLACENTIA LINDA COMMUNITY HOSPITAL,PLACENTIA,92870,TENET HEALTH CORPORATION,114,0,92870,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.294905066,3657,18610,2862,,9380286,21493036,-18802904,31363572,3322845,,206789616,27881108,15831513,163076992,167246848,231837,39774612,39542776,33347606,5082556,1934641,12719601,,,12235311,6427006,17.49289322,12.35379028,16.31983757
301314,SANTA ANA HOSPITAL MEDICAL CENTER,SANTA ANA,92706-220,TENET HEALTHCARE CORP,69,0,92706,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.162715897,1165,,1312,,6636635,3142952,-3138347,49841240,2453406,,49580216,5374670,222173,43983376,41477784,434794,13144286,12709492,16034325,2000888,123730,4138023,,,7650828,-2890039,16.35786057,12.98262787,15.85032463
301317,SADDLEBACK MEMORIAL MEDICAL CENTER,LAGUNA HILLS,92653,MEMORIAL HEALTH SERVICES,259,0,92653,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0.611614764,5798,29276,7009,,85243752,39961928,-88951808,150070640,24729858,40000000,428562848,102033208,36129200,290400448,308094656,11370170,181476784,170106608,175496528,24708272,16253346,49411032,,163181,51096332,5980255,18.95193672,16.24650383,17.74922371
301325,"SAN CLEMENTE MEDICAL CENTER, LLC",SAN CLEMENTE,92673,NETCARE HEALTH SYSTEMS,47,0,92673,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0.67263186,,14781,2003,,6980156,5204716,-775671,13531870,8747714,4862567,93846280,17350004,7179746,69316536,67161512,125162,26809932,26684772,27569072,5800545,1160411,10043725,,,9191518,-759140,17.09960365,11.73736382,16.0337925
301337,SOUTH COAST MEDICAL CENTER,LAGUNA BEACH,92651,SOUTH COAST MEDICAL CENTER,83,0,92651,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.992606044,15681,13801,2641,,12645688,21159628,-51250936,43029568,26316176,17017852,164871008,36187080,17006408,111677520,114593416,1163126,51440712,50277584,56915752,11250784,4556977,16733436,,,20088580,-5475042,17.73307037,13.9666214,16.81566238
301340,ST. JOSEPH HOSPITAL-ORANGE,ORANGE,928635600,ST. JOSEPH HOSPITAL-ORANGE,366,0,92863,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0.670910954,45701,47971,11185,12367,71552392,120017000,-190950528,306326272,66509684,92334928,758447936,124183032,35332972,598931904,529041920,41966904,304740320,262773424,292493696,38338556,8360437,95796504,,,95205784,12246646,19.38680267,17.55239105,18.37155151
301342,ST. JUDE MEDICAL CENTER,FULLERTON,92835,ST JOSEPH HEALTH SYSTEM,309,1,92835,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0.664263844,,52989,7405,7173,48377796,67024436,-103875952,198375376,25895816,51403520,545345664,88682560,26442144,430220960,386918528,10495866,200196832,189700976,189270832,30268040,11271516,67707728,,144985,67312672,10926005,19.06095886,16.16649246,18.02485847
301379,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,92804,VANGUARD HEALTH SYSTEMS OF ANAHEIM,114,0,92804,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.983826041,,29418,4915,,11951999,25962784,-4533256,38445664,9041164,15688052,222979776,51670544,6524865,164784368,162242208,506313,61243880,60737568,57806948,13980748,1988512,18925920,,,17808840,3436931,17.92207336,13.13491058,16.69520569
301566,WESTERN MEDICAL CENTER - SANTA ANA,SANTA ANA,92705,TENET HEALTHCARE CORPORATION,280,0,92705,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0.635283768,15684,25037,6729,,125663264,81898880,-26438112,235681664,21297304,,942928448,237010864,19977592,685939968,780464768,978609,172967440,171988832,146285184,30505188,5484385,52044972,,735016,47318612,26682268,18.96294022,13.79388714,17.67241478
304045,IRVINE MEDICAL CENTER,IRVINE,92618,TENET HEALTH CARE CORPORATION,176,0,92618,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.437920302,,29478,5904,,11430826,11429544,-16107684,59910368,8721457,115951512,440481120,55205748,22551372,362724000,360861600,172944,79792472,79619528,84835512,10563338,1971438,26909612,,,31098160,-5043044,18.19277,12.0607233,17.25265884
310791,SUTTER AUBURN FAITH HOSPITAL,AUBURN,95602,SUTTER HEALTH,105,0,95602,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.605453372,,21558,3146,,9932918,17943464,-36708472,39898264,9042327,22352668,202800672,47003276,18686448,137110960,149454736,666630,60771544,60104912,59468424,13087122,5952247,20164364,,55034,17922590,1303120,17.91160202,13.40999031,16.70157242
311000,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,95661,SUTTER HEALTH,172,0,95661,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0.778002501,,43701,9568,,42611060,101543696,-59909260,209229392,26103380,120192616,577607104,127258992,43007232,407340864,389048992,3396618,191954736,188558128,145982656,27860404,6628149,54524152,,151422,45147192,45972092,19.05491638,15.03829098,17.62543869
320859,EASTERN PLUMAS HOSPITAL DISTRICT,PORTOLA,96122,EASTERN PLUMAS HEALTH CARE,36,0,96122,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.664155245,19756,2366,48,,3353824,7257580,-5457839,10669208,1522836,5737046,16498396,3460057,5300237,7738102,6136942,37762,10399216,10361454,10637178,1432297,2055825,1910606,,,3274270,-237962,16.1536026,10.53905869,15.00160503
320874,INDIAN VALLEY HOSPITAL DISTRICT,GREENVILLE,95947,INDIAN VALLEY HOSPITAL DISTRICT,26,0,95947,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.865964234,9191,1217,27,,777520,639691,-2259505,1571475,694235,65048,6484512,2343663,1591399,2549450,2503855,214743,4195400,3980657,4383846,1028101,896486,674243,,,1463159,-188446,15.19695759,12.27719688,14.19610882
320986,PLUMAS DISTRICT HOSPITAL,QUINCY,95971,PLUMAS HOSPITAL DISTRICT,24,0,95971,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.174543381,29976,6303,332,,6031034,2875141,-5782133,9521499,1099599,493126,16887756,1219487,4767088,10901182,5537777,95691,11445671,11349980,11252610,788013,3046946,2981968,,,3623379,193061,16.24472618,11.4688797,15.10291767
321016,SENECA HOSPITAL DISTRICT,CHESTER,96020,SENECA HOSPITAL DISTRICT,26,0,96020,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.684615374,19733,3635,155,,1838112,4005944,-4638866,6305524,925356,1805523,12789703,1944499,3104526,7740678,4785743,26186,8030146,8003960,9080090,1362516,1203733,2313827,,,2735699,-1049944,15.89544678,10.17298031,14.82189751
331145,VISTA HOSPITAL SYSTEMS,CORONA,91720,VISTA HOSPITAL SYSTEMS INC.,216,0,91720,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0.612125814,28983,34796,6220,401,42531288,37370836,-26934160,85017760,29262124,74675864,276455872,49446188,24409944,202599744,195731856,2328814,83747608,81418792,76253976,15057022,7339201,22456532,,21150,21465000,7493631,18.2151165,14.6608696,16.88193512
331164,"TENET HEALTHSYSTEM DESERT, INC.",PALM SPRINGS,92262,TENET HEALTHCARE CORPORATION,263,0,92262,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1.000354171,15589,47810,10170,,267837936,90197432,-35019564,372214848,27628816,,1473856512,291329856,66480928,1116045696,1190566144,2131880,288490912,286359040,209537376,36422772,10125878,94354080,,,58933032,78953520,19.47275734,14.57251453,17.89191246
331168,EISENHOWER MEMORIAL HOSPITAL,RANCHO MIRAGE,92270,EISENHOWER MEMORIAL HOSPITAL,249,0,92270,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0.761346757,5826,38973,6302,3329,60243408,136222592,-122825752,354182560,45521012,137970048,601625152,102042432,17835588,481747136,419326016,5274504,187573632,182299136,204624512,31361328,7121703,87902976,,,67079468,-17050868,19.02116013,15.47839546,18.02138901
331194,HEMET VALLEY MEDICAL CENTER,HEMET,92543,VALLEY HEALTH SYSTEM,370,0,92543,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0.695734918,10592,41790,4336,,29257668,28347052,-64737400,76222536,13868549,37906300,280612992,53593816,17828244,209190912,193166736,478315,87924552,87446240,90816912,22078726,4564466,28219608,,,29784382,-2892358,18.28653526,13.07802486,17.20949554
331216,JFK MEMORIAL HOSPITAL INC.,INDIO,922012588,"TENET HEALTH SYSTEMS, INC.",116,0,92201,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0.747449219,17572,34422,4976,,19718408,44267052,-33376860,120402712,6488453,,458925984,60770384,24989252,373166336,396006176,94491,68543152,68448656,67361680,11274775,4329962,23053746,,,24294836,1181472,18.04159355,11.45625973,17.00577354
331288,PALO VERDE HOSPITAL,BLYTHE,922251702,PROVINCE HEALTHCARE,35,0,92225,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.515616417,,9530,1410,,10595748,1979989,-3398969,20757014,868059,,55501568,7250322,5663975,42587272,35937352,170298,19734516,19564220,18202652,2538103,818009,5741261,,,7863034,1531864,16.78921318,12.04530525,15.87768269
331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,92503,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,46,0,92503,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0.959440112,310,29717,3423,,10811859,15420571,-39326380,29231872,39088908,14272904,97001144,18278272,7692624,71030248,64011496,349212,33670144,33320932,45862312,7187642,2498037,14101283,,,16303480,-12192167,17.32169724,12.76343441,16.60688972
331312,"RIVERSIDE HEALTHCARE SYSTEMS, LLC",RIVERSIDE,92501,RIVERSIDE COMMUNITY HOSPITAL,327,0,92501,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0.738016903,1089,63977,8547,,62791852,49085476,-20249276,120521144,13601300,,535939424,125124864,28386696,382427840,356540416,2992425,185629632,182637200,165508672,33117828,5386814,61796168,,,56775840,20120956,19.02301216,14.91159439,17.85462189
331326,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,92220,SAN GORGONIO MEMORIAL HEALTH CARE DISTRICT,46,0,92220,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.932698011,,21246,936,,5399552,6512289,-15080583,16584103,5250375,8481238,48718368,11856955,2570961,34290452,30820452,132364,18030280,17897916,18369604,4018177,1058344,6269296,,,5680011,-339323,16.70019531,11.79331112,15.55246353
332172,SOUTHWEST HOSPITAL DEVELOPMENT GROUP INC,PERRIS,92571,SOUTHWEST HOSPITAL DEVELOPMENT GROUP,41,0,92571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188706994,,16154,1467,,4360944,2547686,-2355892,6908630,7873474,922583,32373472,5361079,2606389,24406004,23250026,55364,9178810,9123446,9040408,1936106,760951,2225000,,,3275401,138402,16.02635765,10.92168522,15.00195122
334001,INLAND VALLEY REGIONAL MEDICAL CENTER INC.,WINDOMAR,92395,INLAND VALLEY REGIONAL MEDICAL CENTER INC.,71,0,92395,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.480648249,,17504,2856,,15379440,6426639,-8298947,27052016,4819093,,126948896,14910233,15914527,96124136,93737824,122917,33333990,33211072,25956890,4070246,1525398,9537987,,,7498109,7377100,17.31839371,11.71926498,15.83016109
334018,MENIFEE VALLEY MEDICAL CENTER,SUN CITY,925869658,VALLEY HEALTH SYSTEM,84,0,92586,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.658871531,,16277,1774,,9704973,18044164,-29392870,33889752,4600294,21249570,103164080,18888692,6593805,77681584,74138888,71607,29096796,29025188,30125750,5526057,1314006,9539393,,,10549293,-1028954,17.18367386,11.1789484,16.17156982
334048,MORENO VALLEY COMMUNITY HOSPITAL,MORENO VALLEY,92555,VALLEY HEALTH SYSTEM,72,0,92555,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.721803665,2223,22540,2403,,11124957,23540478,-25098464,42194924,5273386,35538952,102854520,17128264,8466483,77259776,73592320,125301,29387500,29262200,35485112,5940071,2102072,11922562,,,11123933,-6097613,17.19180679,11.73847389,16.22460938
334068,RANCHO SPRINGS OF UHS,MURRIETA,92362,UNIVERSAL HEALTH SYSTEMS INC.,92,0,92362,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.986390769,,40773,5876,,28192084,35792812,-5463327,74368704,13983540,12855704,323656832,41712992,40107628,241836224,227597072,410017,96469792,96059776,77787184,12614537,4163922,28663624,,,21566188,18682608,18.38048172,12.92395401,16.88663673
334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,MORENO VALLEY,92555,COUNTY OF RIVERSIDE,359,0,92555,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0.643476903,115994,66518,6794,,83777664,181252832,-84213760,290788064,61145992,232313952,446994592,125501568,41685956,279807072,214589296,7340125,239745440,232405312,242885808,32760236,14632929,46031992,,2360402,93844192,-3140380,19.26399422,15.8088665,18.35714722
340947,MERCY HEALTHCARE SACRAMENTO (MGH),SACRAMENTO,95819,CATHOLIC HEALTHCARE WEST,386,1,95819,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.543338776,,29506,5196,8848,90523000,27058398,-124761000,121644944,23895240,21900702,887164992,163627104,19241000,704296896,707955008,9371000,229030928,219659936,221714000,40001332,4980288,89666672,,474908,67664312,7316929,19.20759201,16.0531311,18.03006935
340950,MERCY HEALTHCARE SACRAMENTO (MSJ),CARMICHAEL,95608,CATHOLIC HEALTHCARE WEST,247,1,95608,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.726426721,,54233,10912,,33939000,67119296,-109761000,102231152,49481960,17144196,671206976,150353056,55556592,465297344,516888000,4900000,195908544,191008544,181677952,32084460,17901136,59565616,,,63357992,14230603,19.06782913,15.40474606,17.9643116
340951,METHODIST HOSPITAL SACRAMENTO,SACRAMENTO,95823,METHODIST HOSPITAL,333,0,95823,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.637278378,,41447,2234,2517,14633755,36924432,-48548000,56679000,31869364,9673636,270792992,102144528,18623256,150025216,201125120,970202,80673008,79702800,82768184,22345120,4275823,20324620,,1951190,30078396,-2095176,18.19381523,13.78525925,17.21931839
341006,UC DAVIS MEDICAL CENTER,SACRAMENTO,95820,UC DAVIS MEDICAL CENTER,528,0,95820,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.741682231,320501,65052,11560,6056,312250912,573221312,-289032448,948527104,130710456,343500832,2572454144,704644480,337654336,1530155392,1928200064,32115060,744115968,712000960,649514496,83697496,87345200,164308896,350178,10944016,200680368,94601496,20.3835907,17.28483582,19.11722374
341051,"SUTTER MEDICAL CENTER, SACRAMENTO",SACRAMENTO,95816,SUTTER HEALTH,667,0,95816,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0.768893659,14482,50506,19739,,111750952,97534200,-281355648,437004992,75614240,222528160,1772377600,427637408,80038600,1264701568,1352330240,12051165,475193568,463142400,431759072,98487424,15389793,146944144,3269626,392083,138939504,43434500,19.95354462,16.30467224,18.74954987
344029,MERCY HEALTHCARE SACRAMENTO (MHF),FOLSOM,95630,CATHOLIC HEALTHCARE WEST,95,1,95630,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.365277559,,19634,4100,,23666000,17977820,-24212000,42744936,6082936,13755000,145804000,31344320,11049811,103409872,102297000,291424,49741000,49449576,39064000,7389284,2059139,11896677,,,14755989,10677000,17.71646309,12.58253479,16.50716019
350784,SAN BENITO HEALTH CARE DISTRICT,HOLLISTER,95023,SAN BENITO HEALTH CARE DISTRICT,116,0,95023,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.770831406,12635,15363,3227,,18453188,12082508,-14043762,45544476,5123304,16694195,72959104,17025994,5780077,50153032,34033984,110082,39035200,38925116,37529736,7423954,3730232,12011524,,,11716662,1505462,17.47714996,11.60898113,16.27652168
361105,BARSTOW COMMUNITY HOSPITAL,BARSTOW,92311,COMMUNITY HEALTH SYSTEMS,27,0,92311,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1.00598681,,16548,1392,,7924415,1715948,-4067642,40075320,20105656,,107320384,7750729,12213585,87356064,78610784,51098,28765136,28714036,22312656,3741979,1404020,6504070,,,7928812,6452480,17.17289734,10.84150028,15.88601398
361110,BEAR VALLEY COMMUNITY HOSPITAL,BIG BEAR,92315,BEAR VALLEY COMMUNITY HOSPITAL,30,0,92315,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.697077632,,10205,145,,1943257,2027251,-4974348,4080154,695763,10689188,12149939,2659860,3059736,6430343,4022164,53665,8181440,8127775,9171326,1241459,1240620,2341943,,,3639260,-989886,15.91079807,10.89051628,15.10729122
361144,CHINO VALLEY MEDICAL CENTER,CHINO,91710,VERITAS HEALTH SYSTEMS INC,60,0,91710,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0.97347033,,30151,20499,,8132292,422463,-79694,8608836,9992812,382448,132201536,23690556,13200633,95310352,88858096,211771,43555216,43343448,46552712,9829132,2945614,12032314,,553151,16287642,-2997494,17.5846653,12.26326084,16.60591698
361166,DOCTORS HOSPITAL OF MONTCLAIR,MONTCLAIR,91763,DOCTORS HOSPITAL MEDICAL CENTER LLP,102,0,91763,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.538544178,7360,13159,5210,,8247792,434183,-49923,11817320,8850106,2638596,126034432,31253510,7212340,87568584,95762120,210871,40094576,39883704,43104084,6148954,2348398,11656782,,439570,11630586,-3009510,17.5014782,12.25900173,16.26914978
361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,92354,LOMA LINDA UNIVERSITY ADVENTIST HEALTH SCIENCES CENTER,653,1,92354,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.752350628,72857,65271,14396,6756,218625904,241815104,-382035456,624348096,182771888,248680000,1670735616,496377472,121262504,1053095616,1101627008,48406768,620970816,572564032,608781056,120700856,50868008,194784288,672167,29255930,179918992,12189775,20.16563606,17.69515038,19.00801659
361266,MOUNTAINS COMMUNITY HOSPITAL,LAKE ARROWHEAD,92352,SAN BERNADINO MTNS COMMUNITY HOSPITAL DISTRICT,23,0,92352,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.962835014,3780,7216,260,,4561243,6160407,-5054332,11377180,1105134,4392043,16768354,3025535,2399903,11342916,8822791,209994,8155557,7945563,10792725,1260199,946286,2999123,,,4442627,-2637168,15.88812447,12.25483418,15.30675602
361308,REDLANDS COMMUNITY HOSPITAL,REDLANDS,92373 742,REDLANDS COMMUNITY HOSPITAL,172,0,92373,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.754236996,2329,30587,6227,6215,19440400,29212254,-73935856,95935120,24393324,10369042,257532848,58114184,16447255,182971408,232978624,736296,85446000,84709712,82465408,16985210,5887266,33840300,,,21951388,2980593,18.25474167,13.50938702,16.90434074
361318,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,917864920,SAN ANTONIO COMMUNITY HOSPITAL,253,0,91786,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0.675716102,,59680,7762,,59291952,73682496,-135726432,252353472,40284144,46220000,556316096,125702472,47267140,383346464,391698080,2203014,178113168,175910160,178056064,35945040,9662614,62940808,,,55787176,57107,18.98548317,14.60533714,17.83705521
361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,924111214,COMMUNITY HOSPITAL OF SAN BERNARDINO,275,0,92411,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.677200496,,35527,2992,2090,48620248,44449560,-66920976,102183584,14373453,31791488,358371392,84515904,17775448,256080048,266602096,1537644,100058408,98520768,92544064,24236076,5669623,21309568,,,32791728,7514350,18.40577698,14.24576187,17.30568695
361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,92404,CATHOLIC HEALTHCARE WEST,292,1,92404,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0.591105282,374,44843,7759,5466,43172216,84136752,-47210028,132796968,57761024,53566004,484714784,102190320,11989709,370534752,368230656,1157776,141927296,140769520,141824688,26616060,3810862,50725524,,,40775832,102621,18.76263428,13.96201134,17.52359962
361343,ST. MARY MEDICAL CENTER,APPLE VALLEY,92307,ST JOSEPH HEALTH SYSTEM,186,0,92307,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0.738665521,14274,31316,9121,,21831450,40548680,-51969828,84080480,18335008,27791744,285218688,51030572,7420639,226767472,214290880,934567,94531744,93597176,90377352,18923394,4173403,36005188,,,25950522,4154397,18.35451126,13.74783897,17.07170296
361370,VICTOR VALLEY COMMUNITY HOSPITAL,VICTORVILLE,92392,VICTOR VALLEY COMMUNITY HOSPITAL,67,0,92392,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0.985197306,1886,27082,8720,4252,7058730,16120172,-29714642,28428796,17809078,7006672,118338696,22695692,6616451,89026552,85035720,161157,35303576,35142420,36142360,6186391,1615742,13991066,,,11277762,-838783,17.37491989,11.99013424,16.23834419
361458,COLORADO RIVER MEDICAL CENTER,NEEDLES,923633103,PROVINCE HEALTHCARE,49,0,92363,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.546826959,,9669,977,,4333946,11060320,-4540102,19416350,3887495,2106350,61032348,11262951,4706463,45062936,37735460,86030,23382920,23296888,19814836,3874411,765319,6584425,,,7699356,3568083,16.96383095,11.36245155,15.85664749
362041,HI-DESERT MEMORIAL HOSPITAL DISTRICT,JOSHUA TREE,92252,HI-DESERT MEMORIAL HOSPITAL DISTRICT,174,0,92252,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.758132577,,15444,863,,26653344,19930316,-27251668,56506088,5030924,19738968,64350628,22779258,7599386,33971984,29767524,334512,34936744,34602232,36716076,9515850,3189806,8918765,,,11299313,-1779330,17.35942841,12.72042847,16.24025154
364144,"DESERT VALLEY HOSPITAL, INC",VICTORVILLE,92392,DR. PREM N. REDDY,57,0,92392,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0.853689015,,51502,6777,,11938829,2627478,-9806449,22672768,9963386,84809,123835056,18869620,16384594,88580840,106889032,172508,39777088,39604576,38691436,6123694,2533788,11493735,,,12041185,1085650,17.49445534,12.05819893,16.30384254
364231,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,92324,SAN BERNARDINO COUNTY,353,0,92324,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0.812511146,132865,75740,5758,4288,85285560,518339360,-85375768,673245376,94165800,601876288,560436736,111368504,31994108,417074144,275209408,1502242,297238784,295736544,286737568,40474708,16583335,74321872,,10555979,76033656,10501211,19.50498009,14.22246933,18.14668655
370652,"ALVARADO HOSPITAL MEDICAL CENTER, INC",SAN DIEGO,92120,TENET HEALTHCARE CORPORATION,311,0,92120,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0.575324893,76311,20390,7588,,27046380,43325116,-53834236,192840704,10410926,,793576896,152497456,29640280,611439168,644176192,1307627,156325968,155018336,127380120,27595376,8307816,45436084,,,41061928,28945848,18.85905457,14.08372498,17.53059196
370658,SCRIPPS MEMORIAL HOSPITAL - CHULA VISTA,"CHULA VISTA,CA",919101537,N/A,132,0,91910,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.943088412,1500,35997,3236,,18017648,57700616,-35538272,75718264,76285168,,250143200,94005656,12194252,143943296,175371408,2048920,77098248,75049328,83864808,21001918,4595901,26007218,,1704680,23841452,-6766561,18.13365555,14.53282356,16.98693657
370689,THE CORONADO HOSPITAL,CORONADO,92118,SAN DIEGO HOSPITAL ASSOCIATION,175,0,92118,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0.818066597,,10098,1588,,6176993,6394782,-12197166,13261902,7057133,80251,106931664,35244596,4052753,67634312,71436592,24277,37856372,37832096,38948240,13927856,1165135,9360902,,,13274829,-1091870,17.44866753,10.09728432,16.40138054
370693,SHARP CABRILLO HOSPITAL,SAN DIEGO,92110,SAN DIEGO HOSPITAL ASSOCIATION,76,0,92110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763914943,1274,,3107,,11325881,665386,-3750651,12092553,2283216,11239392,50252936,6353630,1635050,42264256,41242376,14350,17261032,17246680,16833726,3854833,414471,6175610,,,5078351,427305,16.66312981,9.571505547,15.4404974
